"PROPNUM","SECTION","SEQUENCE","QUALIFIER","KEYWORD","EXPRESSION"
"B4KKSLGBPI",4,1,"DEFAULT","CUMS","5.832 2349.768 "
"B4KKSLGBPI",4,2,"DEFAULT","START","11/1994"
"B4KKSLGBPI",4,3,"DEFAULT","GAS","3381.22 X M/M 43.826 IMU EXP 59.856948"
"B4KKSLGBPI",4,4,"DEFAULT","START","11/1994"
"B4KKSLGBPI",4,5,"DEFAULT","OIL","16.3300 X B/M 0.402 IMU EXP 28.742538"
"B4KKSLGBPI",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSLGBPI",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSLGBPI",6,2,,"LOOKUP","SEV @M.STATE"
"B4KKSLGBPI",6,3,,"ATX","3"
"B4KKSLGBPI",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSLGBPI",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSMSE2Z",1,1,,"TITLES","Lease: NEW BIRMINGHAM B GAS UNIT #3"
"B4KKSMSE2Z",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSMSE2Z",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSMSE2Z",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSMSE2Z",4,3,"BUD2003","CUMS","3.158 1880.703"
"B4KKSMSE2Z",4,4,"BUD2000","CUMS","2.434 1606.302"
"B4KKSMSE2Z",4,5,"BUD2000","START","09/1999"
"B4KKSMSE2Z",4,6,"BUD2000","GAS","12690.3 X M/M 10/2006 AD B/1.8616 13.018794"
"B4KKSMSE2Z",4,7,"BUD2000","""","6910.7 X M/M 1607.174 IMU EXP 5.000000"
"B4KKSMSE2Z",4,8,"BUD2000","START","09/1999"
"B4KKSMSE2Z",4,9,"BUD2000","WTR","328.3 X B/M 13.804 IMU EXP 22.912694"
"B4KKSMSE2Z",4,10,"BUD2000","START","09/1999"
"B4KKSMSE2Z",4,11,"BUD2000","OIL/GAS","0.001435 0.00649957 B/M TO LIFE LOG TIME"
"B4KKSMSE2Z",4,12,"BUD2003","START","1/2003"
"B4KKSMSE2Z",4,13,"BUD2003","GAS","5685.72 X M/M 9/2026 AD B/0.5767 15.067118"
"B4KKSMSE2Z",4,14,"BUD2003","""","703.40 X M/M 152.885 IMU EXP 5.000000"
"B4KKSMSE2Z",4,15,"BUD2003","START","1/2003"
"B4KKSMSE2Z",4,16,"BUD2003","WTR","137.89 X B/M 5.024 IMU EXP 22.912694"
"B4KKSMSE2Z",4,30,"BUD2003","START","1/2003"
"B4KKSMSE2Z",4,31,"BUD2003","OIL/GAS","0.00150911 0.00470310 B/M TO LIFE LOG TIME"
"B4KKSMSE2Z",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSMSE2Z",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSMSE2Z",6,6553,"LOE99","OPC/T","1410 X $/M TO LIFE ESC OPEX"
"B4KKSMSE2Z",6,13106,"LOE99","OPC/GAS",".0864 X $/M TO LIFE ESC OPEX"
"B4KKSMSE2Z",6,16382,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSMSE2Z",6,19659,,"LOOKUP","SEV @M.STATE"
"B4KKSMSE2Z",6,26212,,"ATX","3"
"B4KKSMSE2Z",7,3,"LGC","NET","49.81195 43.89581 43.89581 %"
"B4KKSMSE2Z",8,16383,,"CAPITAL","225 100 G 0 YRS"
"B4KKSMSE2Z",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSMSE2Z",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSNGF3W",1,1,,"TITLES","Lease: NEW BIRMINGHAM B GAS UNIT #3"
"B4KKSNGF3W",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSNGF3W",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSNGF3W",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSNGF3W",4,3,"BUD2003","CUMS","0.807 408.832"
"B4KKSNGF3W",4,4,"BUD2000","CUMS","0.425 311.424"
"B4KKSNGF3W",4,5,"BUD2000","START","09/1999"
"B4KKSNGF3W",4,6,"BUD2000","GAS","3648.0 X M/M 07/2009 AD B/1.4543 15.702599"
"B4KKSNGF3W",4,7,"BUD2000","""","1463.9 X M/M 340.145 IMU EXP 5.000000"
"B4KKSNGF3W",4,8,"BUD2000","START","09/1999"
"B4KKSNGF3W",4,9,"BUD2000","WTR","346.7 X B/M 655.818 IMU EXP -0.952520"
"B4KKSNGF3W",4,10,"BUD2000","START","09/1999"
"B4KKSNGF3W",4,11,"BUD2000","OIL/GAS","0.000953 0.0000001 B/M TO LIFE LOG TIME"
"B4KKSNGF3W",4,12,"BUD2003","START","01/2003"
"B4KKSNGF3W",4,13,"BUD2003","GAS","1725.96 X M/M 08/2017 AD B/0.8741 13.015660"
"B4KKSNGF3W",4,14,"BUD2003","""","512.48 X M/M 108.224 IMU EXP 5.000000"
"B4KKSNGF3W",4,15,"BUD2003","START","01/2003"
"B4KKSNGF3W",4,16,"BUD2003","WTR","86.7220 X B/M 2.930 IMU EXP 20.800409"
"B4KKSNGF3W",4,26,"BUD2003","START","01/2003"
"B4KKSNGF3W",4,27,"BUD2003","OIL/GAS","0.00065031 0.00000067 B/M TO LIFE LOG TIME"
"B4KKSNGF3W",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSNGF3W",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSNGF3W",6,6553,"LOE99","OPC/T","1310 X $/M TO LIFE ESC OPEX"
"B4KKSNGF3W",6,13106,"LOE99","OPC/GAS",".0864 X $/M TO LIFE ESC OPEX"
"B4KKSNGF3W",6,16382,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSNGF3W",6,19659,,"LOOKUP","SEV @M.STATE"
"B4KKSNGF3W",6,26212,,"ATX","3"
"B4KKSNGF3W",7,3,"LGC","NET","38.875 32.3958 %"
"B4KKSNGF3W",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSNGF3W",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSO2BQD",1,1,,"TITLES","Lease: VARIBUS"
"B4KKSO2BQD",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSO2BQD",1,11,,"TITLES","FREESTONE , TX"
"B4KKSO2BQD",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSO2BQD",1,17,"LGC","TITLES","Lease: VARIBUS"
"B4KKSO2BQD",1,22,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSO2BQD",1,27,"LGC","TITLES","FREESTONE , @M.STATE"
"B4KKSO2BQD",1,32,"LGC","TITLES","Operator: HUNT PETROLEUM CORPORATION"
"B4KKSO2BQD",4,3,"BUD2003","CUMS","5.205 2621.960"
"B4KKSO2BQD",4,4,"BUD2000","CUMS","4.756 2334.712"
"B4KKSO2BQD",4,5,"BUD2000","START","09/1999"
"B4KKSO2BQD",4,6,"BUD2000","GAS","8134.6 X M/M 378.145 IMU EXP 15.900355"
"B4KKSO2BQD",4,7,"BUD2000","START","09/1999"
"B4KKSO2BQD",4,8,"BUD2000","OIL/GAS","0.001501 0.00122828 B/M TO LIFE LOG TIME"
"B4KKSO2BQD",4,9,"BUD2003","START","01/2003"
"B4KKSO2BQD",4,10,"BUD2003","GAS","4567.20 X M/M 133.594 IMU EXP 15.900355"
"B4KKSO2BQD",4,17,"BUD2003","START","01/2003"
"B4KKSO2BQD",4,18,"BUD2003","OIL/GAS","0.00135432 0.00122828 B/M TO LIFE LOG TIME"
"B4KKSO2BQD",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSO2BQD",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSO2BQD",6,10922,"LOE99","OPC/T","3700"
"B4KKSO2BQD",6,16383,,"LOOKUP","SEV @M.STATE"
"B4KKSO2BQD",6,19113,,"ATX","2.90"
"B4KKSO2BQD",7,3,"LGC","NET","75 63 %"
"B4KKSO2BQD",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSO2BQD",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSOMF4U",1,1,,"TITLES","Lease: HOLCOMB-LITTLE"
"B4KKSOMF4U",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSOMF4U",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSOMF4U",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSOMF4U",4,3,"BUD2003","CUMS","0.765 1974.559"
"B4KKSOMF4U",4,4,"BUD2000","CUMS","0.715 1901.148"
"B4KKSOMF4U",4,5,"BUD2000","START","09/1999"
"B4KKSOMF4U",4,6,"BUD2000","GAS","3626.6 X M/M 183.266 IMU EXP 17.123903"
"B4KKSOMF4U",4,7,"BUD2000","START","09/1999"
"B4KKSOMF4U",4,8,"BUD2000","OIL","4.256 X B/M 1.122 IMU EXP 4.338934"
"B4KKSOMF4U",4,9,"BUD2003","START","1/2003"
"B4KKSOMF4U",4,10,"BUD2003","GAS","1000.06 X M/M 35.685 IMU EXP 27.365594"
"B4KKSOMF4U",4,19,"BUD2003","START","1/2003"
"B4KKSOMF4U",4,20,"BUD2003","OIL","3.6710 X B/M 0.964 IMU EXP 4.338934"
"B4KKSOMF4U",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSOMF4U",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSOMF4U",6,3,"LOE99","OPC/T","09/1999 4*2500 12*2500 #"
"B4KKSOMF4U",6,5,"LOE99","""","X X $/M TO LIFE ESC OPEX"
"B4KKSOMF4U",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKSOMF4U",6,7,,"ATX","3"
"B4KKSOMF4U",7,3,"LGC","NET","100 80 %"
"B4KKSOMF4U",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSOMF4U",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSQMDRA",1,1,,"TITLES","Lease: COX, WELDON GAS UNIT"
"B4KKSQMDRA",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSQMDRA",1,11,,"TITLES","LEON , TX"
"B4KKSQMDRA",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSQMDRA",4,20,"WORKOVER","CUMS","7.114 1975.023"
"B4KKSQMDRA",4,80,"BUD2000","CUMS","7.114 1975.023"
"B4KKSQMDRA",4,100,"BASE","CUMS","7.114 1975.023"
"B4KKSQMDRA",4,120,"BASE","START","09/1999"
"B4KKSQMDRA",4,140,"BASE","GAS","3650.48 X M/M 220.313 IMU EXP 17.809687"
"B4KKSQMDRA",4,160,"BASE","START","09/1999"
"B4KKSQMDRA",4,180,"BASE","OIL/GAS","0.00252377 0.00157579 B/M TO LIFE LOG TIME"
"B4KKSQMDRA",4,200,"BUD2000","START","09/1999"
"B4KKSQMDRA",4,220,"BUD2000","GAS","3918.2 X M/M 2512.20779 MMF EXP 8.360153"
"B4KKSQMDRA",4,240,"BUD2000","START","09/1999"
"B4KKSQMDRA",4,260,"BUD2000","OIL/GAS","0.002524 0.00145633 B/M TO LIFE LOG TIME"
"B4KKSQMDRA",4,270,"BUD2003","START","01/2003"
"B4KKSQMDRA",4,275,"BUD2003","GAS","0 0 M/M 0 YRS FLAT 0"
"B4KKSQMDRA",4,440,"WORKOVER","START","09/1999"
"B4KKSQMDRA",4,460,"WORKOVER","GAS","3650.48 X M/M 01/2001 AD EXP 17.809687"
"B4KKSQMDRA",4,480,"WORKOVER","""","6000.00 X M/M 320.000 IMU EXP 20.000000"
"B4KKSQMDRA",4,500,"WORKOVER","START","09/1999"
"B4KKSQMDRA",4,520,"WORKOVER","OIL/GAS","0.00252377 0.00154506 B/M TO LIFE LOG TIME"
"B4KKSQMDRA",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSQMDRA",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSQMDRA",6,5,"LOE99","OPC/T","2900 X $/M TO LIFE ESC OPEX"
"B4KKSQMDRA",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKSQMDRA",6,7,,"ATX","3"
"B4KKSQMDRA",7,3,"LGC","NET","100 85 %"
"B4KKSQMDRA",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSQMDRA",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSS8F5L",1,1,,"TITLES","Lease: LITTLE"
"B4KKSS8F5L",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSS8F5L",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSS8F5L",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSS8F5L",4,3,"BUD2003","CUMS","3.154 1858.636"
"B4KKSS8F5L",4,4,"BUD2000","CUMS","3.081 1808.580"
"B4KKSS8F5L",4,5,"BUD2000","START","09/1999"
"B4KKSS8F5L",4,6,"BUD2000","GAS","4269.5 X M/M 522.675 IMU EXP 8.358293"
"B4KKSS8F5L",4,7,"BUD2000","START","09/1999"
"B4KKSS8F5L",4,8,"BUD2000","OIL/GAS","0.003485 0.00210777 B/M TO LIFE LOG TIME"
"B4KKSS8F5L",4,9,"BUD2003","START","1/2003"
"B4KKSS8F5L",4,10,"BUD2003","GAS","702.99 X M/M 21.088 IMU EXP 31.082694"
"B4KKSS8F5L",4,20,"BUD2003","START","1/2003"
"B4KKSS8F5L",4,21,"BUD2003","OIL/GAS","0.00326259 0.00283131 B/M TO LIFE LOG TIME"
"B4KKSS8F5L",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSS8F5L",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSS8F5L",6,5,"LOE99","OPC/T","3500 X $/M TO LIFE ESC OPEX"
"B4KKSS8F5L",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKSS8F5L",6,7,,"ATX","3"
"B4KKSS8F5L",7,3,"LGC","NET","62.5 52.0833 %"
"B4KKSS8F5L",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSS8F5L",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKT3QC6E",1,1,,"TITLES","Lease: HOLCOMB-LITTLE"
"B4KKT3QC6E",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKT3QC6E",1,11,,"TITLES","CHEROKEE , TX"
"B4KKT3QC6E",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKT3QC6E",4,3,"BUD2003","CUMS","1.671 1650.611"
"B4KKT3QC6E",4,4,"BUD2000","CUMS","1.567 1581.653"
"B4KKT3QC6E",4,5,"BUD2000","START","09/1999"
"B4KKT3QC6E",4,6,"BUD2000","GAS","2219.3 X M/M 173.366 IMU EXP 13.688691"
"B4KKT3QC6E",4,7,"BUD2000","START","09/1999"
"B4KKT3QC6E",4,8,"BUD2000","OIL","6.793 X B/M 0.159 IMU EXP 39.976947"
"B4KKT3QC6E",4,9,"BUD2003","START","1/2003"
"B4KKT3QC6E",4,10,"BUD2003","GAS","1339.42 X M/M 2/2012 AD B/1.0831 9.402438"
"B4KKT3QC6E",4,11,"BUD2003","""","695.16 X M/M 150.946 IMU EXP 5.000000"
"B4KKT3QC6E",4,20,"BUD2003","START","1/2003"
"B4KKT3QC6E",4,21,"BUD2003","OIL","1.2391 X B/M 0.028 IMU EXP 39.976947"
"B4KKT3QC6E",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKT3QC6E",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKT3QC6E",6,3,"LOE99","OPC/T","2500 X $/M TO LIFE ESC OPEX"
"B4KKT3QC6E",6,4,,"LOOKUP","SEV @M.STATE"
"B4KKT3QC6E",6,5,,"ATX","3"
"B4KKT3QC6E",7,3,"LGC","NET","50 42.5 %"
"B4KKT3QC6E",8,16383,,"CAPITAL","225 100 G 0 YRS"
"B4KKT3QC6E",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKT3QC6E",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKT70D77",1,1,,"TITLES","Lease: LITTLE"
"B4KKT70D77",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKT70D77",1,11,,"TITLES","CHEROKEE , TX"
"B4KKT70D77",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKT70D77",4,3,"BUD2003","CUMS","1.365 1522.460"
"B4KKT70D77",4,4,"BUD2000","CUMS","0.0 1454.591"
"B4KKT70D77",4,5,"BUD2000","START","09/1999"
"B4KKT70D77",4,6,"BUD2000","GAS","2371.8 X M/M 142.335 IMU EXP 16.232591"
"B4KKT70D77",4,7,"BUD2000","OIL/GAS","0.001053 0.00073005 B/M TO LIFE LOG TIME"
"B4KKT70D77",4,8,"BUD2003","START","1/2003"
"B4KKT70D77",4,9,"BUD2003","GAS","1314.20 X M/M 70.684 IMU EXP 16.232591"
"B4KKT70D77",4,18,"BUD2003","START","1/2003"
"B4KKT70D77",4,19,"BUD2003","OIL/GAS","0.00095311 0.00073005 B/M TO LIFE LOG TIME"
"B4KKT70D77",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKT70D77",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKT70D77",6,3,"LOE99","OPC/T","01/1999 12*2360 12*2551 12*2798 12*4250 #"
"B4KKT70D77",6,5,"LOE99","""","X X $/M TO LIFE ESC OPEX"
"B4KKT70D77",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKT70D77",6,7,,"ATX","3"
"B4KKT70D77",7,3,"LGC","NET","100 82.5 %"
"B4KKT70D77",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKT70D77",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKTB2D80",1,1,,"TITLES","Lease: HOLCOMB"
"B4KKTB2D80",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKTB2D80",1,11,,"TITLES","CHEROKEE , TX"
"B4KKTB2D80",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKTB2D80",4,1,"BUD2003","CUMS","0.0 1455.862"
"B4KKTB2D80",4,4,"BUD2000","CUMS","0.0 1414.009"
"B4KKTB2D80",4,5,"BUD2000","START","09/1999"
"B4KKTB2D80",4,6,"BUD2000","GAS","1722.8 X M/M 116.578 IMU EXP 12.526852"
"B4KKTB2D80",4,12,"BUD2003","START","1/2003"
"B4KKTB2D80",4,13,"BUD2003","GAS","335.23 X M/M 6.711 IMU EXP 40.031616"
"B4KKTB2D80",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKTB2D80",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKTB2D80",6,3,"LOE99","OPC/T","01/1999 2038 2179 2360 2551 2798 #/Y"
"B4KKTB2D80",6,5,"LOE99","""","X 2511 #/Y"
"B4KKTB2D80",6,7,"LOE99","""","X X $/M TO LIFE ESC OPEX"
"B4KKTB2D80",6,8,,"LOOKUP","SEV @M.STATE"
"B4KKTB2D80",6,9,,"ATX","3"
"B4KKTB2D80",7,3,"LGC","NET","50 41.25 %"
"B4KKTB2D80",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKTB2D80",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKTG4B9T",1,1,,"TITLES","Lease: GARDINER ESTATE"
"B4KKTG4B9T",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKTG4B9T",1,11,,"TITLES","CHEROKEE , TX"
"B4KKTG4B9T",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKTG4B9T",4,3,"BUD2003","CUMS","0.751 1185.709"
"B4KKTG4B9T",4,4,"BUD2000","CUMS","0.667 1153.475"
"B4KKTG4B9T",4,5,"BUD2000","START","06/1999"
"B4KKTG4B9T",4,6,"BUD2000","GAS","1016.7 X M/M 64.596 IMU EXP 16.447915"
"B4KKTG4B9T",4,7,"BUD2000","START","06/1999"
"B4KKTG4B9T",4,8,"BUD2000","OIL/GAS","0.002964 0.00060776 B/M TO LIFE LOG TIME"
"B4KKTG4B9T",4,9,"BUD2003","START","1/2003"
"B4KKTG4B9T",4,10,"BUD2003","GAS","534.00 X M/M 32.362 IMU EXP 16.447915"
"B4KKTG4B9T",4,18,"BUD2003","START","1/2003"
"B4KKTG4B9T",4,19,"BUD2003","OIL/GAS","0.00211540 0.00060776 B/M TO LIFE LOG TIME"
"B4KKTG4B9T",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKTG4B9T",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKTG4B9T",6,7,"LOE99","OPC/T","3894 X $/M TO LIFE ESC OPEX"
"B4KKTG4B9T",6,8,,"LOOKUP","SEV @M.STATE"
"B4KKTG4B9T",6,9,,"ATX","3"
"B4KKTG4B9T",7,3,"LGC","NET","100 82.5 %"
"B4KKTG4B9T",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKTG4B9T",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKTK4CAM",1,1,,"TITLES","Lease: WILCOX, L. L. GAS UNIT"
"B4KKTK4CAM",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKTK4CAM",1,11,,"TITLES","CHEROKEE , TX"
"B4KKTK4CAM",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKTK4CAM",4,3,"BUD2003","CUMS","0.524 726.577"
"B4KKTK4CAM",4,4,"BUD2000","CUMS","0.481 687.696"
"B4KKTK4CAM",4,5,"BUD2000","START","09/1999"
"B4KKTK4CAM",4,6,"BUD2000","GAS","1240.0 X M/M 07/2009 AD B/0.8832 8.532159"
"B4KKTK4CAM",4,7,"BUD2000","""","635.0 X M/M 844.460 MMF EXP 5.000000"
"B4KKTK4CAM",4,8,"BUD2000","START","09/1999"
"B4KKTK4CAM",4,9,"BUD2000","OIL/GAS","0.000843 0.00031011 B/M TO LIFE LOG TIME"
"B4KKTK4CAM",4,10,"BUD2003","START","1/2003"
"B4KKTK4CAM",4,11,"BUD2003","GAS","943.33 X M/M 7/2009 AD B/0.8832 6.819411"
"B4KKTK4CAM",4,12,"BUD2003","""","635.00 X M/M 53.721 IMU EXP 5.000000"
"B4KKTK4CAM",4,20,"BUD2003","START","1/2003"
"B4KKTK4CAM",4,21,"BUD2003","OIL/GAS","0.00070457 0.00031011 B/M TO LIFE LOG TIME"
"B4KKTK4CAM",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKTK4CAM",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKTK4CAM",6,5,"LOE99","OPC/T","1500 X $/M TO LIFE ESC OPEX"
"B4KKTK4CAM",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKTK4CAM",6,7,,"ATX","3"
"B4KKTK4CAM",7,3,"LGC","NET","100 82.5 %"
"B4KKTK4CAM",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKTK4CAM",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKTOECBH",1,1,,"TITLES","Lease: LITTLE"
"B4KKTOECBH",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKTOECBH",1,11,,"TITLES","CHEROKEE , TX"
"B4KKTOECBH",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKTOECBH",4,3,"BUD2003","CUMS","1.000 512.407"
"B4KKTOECBH",4,4,"BUD2000","CUMS","0.759 390.513"
"B4KKTOECBH",4,5,"BUD2000","START","09/1999"
"B4KKTOECBH",4,6,"BUD2000","GAS","10564.5 X M/M 12/2011 AD B/1.4000 28.373193"
"B4KKTOECBH",4,7,"BUD2000","""","2331.1 X M/M 542.129 IMU EXP 5.000000"
"B4KKTOECBH",4,8,"BUD2000","START","09/1999"
"B4KKTOECBH",4,9,"BUD2000","WTR","391.7 X B/M 9.664 IMU EXP 36.327853"
"B4KKTOECBH",4,10,"BUD2000","START","09/1999"
"B4KKTOECBH",4,11,"BUD2000","OIL/GAS","0.001383 0.00003859 B/M TO LIFE LOG TIME"
"B4KKTOECBH",4,12,"BUD2003","START","1/2003"
"B4KKTOECBH",4,13,"BUD2003","GAS","304.96 X M/M 5/2012 AD B/1.4000 13.120312"
"B4KKTOECBH",4,14,"BUD2003","""","138.11 X M/M 20.628 IMU EXP 5.000000"
"B4KKTOECBH",4,15,"BUD2003","START","1/2003"
"B4KKTOECBH",4,16,"BUD2003","WTR","86.9865 X B/M 1.564 IMU EXP 36.327853"
"B4KKTOECBH",4,29,"BUD2003","START","1/2003"
"B4KKTOECBH",4,30,"BUD2003","OIL/GAS","0.00122747 0.00043217 B/M TO LIFE LOG TIME"
"B4KKTOECBH",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
